Review,predicted_sentiment,Rate,tokens,filtered_tokens,lemmas
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
worthless,neutral,1,['worthless'],['worthless'],['worthless']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
good,neutral,3,['good'],['good'],['good']
moderate,negative,2,['moderate'],['moderate'],['moderate']
delightful,positive,4,['delightful'],['delightful'],['delightful']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
unsatisfactory,positive,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
expected a better product,negative,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
nice,negative,3,['nice'],['nice'],['nice']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
value-for-money,positive,4,['value-for-money'],[],[]
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
good,negative,3,['good'],['good'],['good']
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
excellent,positive,5,['excellent'],['excellent'],['excellent']
awesome,positive,5,['awesome'],['awesome'],['awesome']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
super!,positive,5,"['super', '!']",['super'],['super']
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
not recommended at all,neutral,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
fair,positive,3,['fair'],['fair'],['fair']
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
slightly disappointed,negative,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
expected a better product,negative,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
decent product,negative,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
does the job,negative,3,"['does', 'the', 'job']",['job'],['job']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
super!,positive,5,"['super', '!']",['super'],['super']
useless product,positive,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
good,neutral,3,['good'],['good'],['good']
value-for-money,positive,4,['value-for-money'],[],[]
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
horrible,negative,1,['horrible'],['horrible'],['horrible']
awesome,positive,5,['awesome'],['awesome'],['awesome']
worthless,negative,1,['worthless'],['worthless'],['worthless']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
could be way better,negative,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
very good,positive,4,"['very', 'good']",['good'],['good']
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
very good,positive,4,"['very', 'good']",['good'],['good']
nice,positive,3,['nice'],['nice'],['nice']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
excellent,positive,5,['excellent'],['excellent'],['excellent']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
excellent,positive,5,['excellent'],['excellent'],['excellent']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
terrific,positive,5,['terrific'],['terrific'],['terrific']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
nice,neutral,3,['nice'],['nice'],['nice']
super!,positive,5,"['super', '!']",['super'],['super']
good,negative,3,['good'],['good'],['good']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
very poor,neutral,1,"['very', 'poor']",['poor'],['poor']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
does the job,neutral,3,"['does', 'the', 'job']",['job'],['job']
pretty good,neutral,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
worthless,negative,1,['worthless'],['worthless'],['worthless']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
worthless,negative,1,['worthless'],['worthless'],['worthless']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
awesome,neutral,5,['awesome'],['awesome'],['awesome']
classy product,negative,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
value-for-money,positive,4,['value-for-money'],[],[]
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
super!,positive,5,"['super', '!']",['super'],['super']
expected a better product,negative,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
